url,image,price,status,categories,name,name2,description,metatags_title,metatags_keywords,metatags_description
4-85416,http://tshop.r10s.jp/dtc/cabinet/00718021/4969887559369.jpg?fitin=700:700,252.0000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,サンワサプライ CA-C15M (コーナー用 ケーブルカバー/長さ1m/木目) (CAC15M),　,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>■ 壁際に設置し、奥行きが15mmしかないため、床面が有効に使えます。■ ケーブル収納時には、上部カバーが開くため、収納が簡単です。※ 木目模様は製品毎に微妙に異なります。※ 両面テープは付属していません。</td></tr></table><DIV align=""center"">
<CENTER>
<TABLE border=""0"" cellspacing=""0"" width=""600"" style=""border-collapse: collapse"" bordercolor=""#111111"" cellpadding=""0"">
  <TBODY>
    <TR>
      <TD width=""621""></TD>
    </TR>
  </TBODY>
</TABLE>
</CENTER>
</DIV>",サンワサプライ CA-C15M (コーナー用 ケーブルカバー/長さ1m/木目) (CAC15M)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneサンワサプライ CA-C15M (コーナー用 ケーブルカバー/長さ1m/木目) (CAC15M),　。サンワサプライ CA-C15M (コーナー用 ケーブルカバー/長さ1m/木目) (CAC15M)
4-85417,http://tshop.r10s.jp/dtc/cabinet/ele_6/ld-ga1207_02.jpg?fitin=700:700,244.8000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム 床用モール LD-GA1207,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>あらゆる床配線工事に最適。露出しているケーブルをすっきり収納・長さ1m 幅30mm色：ベージュ<br><br></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""580"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">材質</font></td><td width=400><font size=""2"">特殊硬質塩化ビニール製</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">サイズ</font></td><td width=400><font size=""2"">外寸幅 30.0mm 外寸高さ 8.5mm 内寸幅 12.0mm 内寸高さ 5.5mm</font></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム 床用モール LD-GA1207：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム 床用モール LD-GA1207,　。エレコム 床用モール LD-GA1207
4-85418,http://tshop.r10s.jp/dtc/cabinet/ele_5/ld-ga1207wd_02.jpg?fitin=700:700,249.6000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム 床用モール(木目) LD-GA1207/WD,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>露出しているケーブルをすっきり収納できます。長さ1m 幅30mm 木目<br><br></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""580"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">特徴</font></td><td width=400><font size=""2"">あらゆる床配線工事に最適</font></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム 床用モール(木目) LD-GA1207/WD：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム 床用モール(木目) LD-GA1207/WD,　。エレコム 床用モール(木目) LD-GA1207/WD
4-85419,http://tshop.r10s.jp/dtc/cabinet/ele_5/ld-gafm1wh_02.jpg?fitin=700:700,72.8000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム マガリ(ホワイト) LD-GAFM1/WH,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>フラットモール同士を平面で90度に接合するユニット（ホワイト）弊社製フラットモール同士を、床などの平面で90度に接合するユニットです。モールと同じ素材で強度も抜群です。<br><br></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""580"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">サプライタイプ</font></td><td width=400><font size=""2"">フラットモールマガリ</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">用途</font></td><td width=400><font size=""2"">ケーブルを保護するモールどうしを接続するユニット</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">数量</font></td><td width=400><font size=""2"">1個</font></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム マガリ(ホワイト) LD-GAFM1/WH：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム マガリ(ホワイト) LD-GAFM1/WH,　。エレコム マガリ(ホワイト) LD-GAFM1/WH
4-85420,http://tshop.r10s.jp/dtc/cabinet/ele_5/ld-gaf1wd_02.jpg?fitin=700:700,158.4000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム フラットモール(木目調)1 LD-GAF1/WD,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>● 床や壁面に配線したケーブルを保護、すっきり収納できるフラットモール（木目）床だけでなく壁面に配線したLANケーブルなどの各種ケーブルを保護し、すっきり収納できる四角い形状をしたモールです。強度の高いPVC素材を採用し、床に配線したケーブルを断線などから保護。ネットワークトラブル等を未然に予防します。弊社製LANケーブル（直径5.5mm）が 2本まで収納できる17mm、3本まで収納できる22mmモデルの2サイズをご用意しています（サイズはいずれも外寸幅）。<br><br></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム フラットモール(木目調)1 LD-GAF1/WD：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム フラットモール(木目調)1 LD-GAF1/WD,　。エレコム フラットモール(木目調)1 LD-GAF1/WD
4-85421,http://tshop.r10s.jp/dtc/cabinet/ele_6/ld-gafr1wh_02.jpg?fitin=700:700,76.8000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム LD-GAFR1/WH(イリズミ/ホワイト),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">ケーブルを保護するモールどおしを接続するユニット・フラットモール 1M 幅17.0mm用(LD-GAF1/WH用)<br><br></font></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""710"" bordercolor=""#cccccc""><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">サプライタイプ</font></td><td width=""530""><font size=""2"">フラットモールイリズミ</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">用途</font></td><td width=""530""><font size=""2"">ケーブルを保護するモールどうしを接続するユニット</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">数量</font></td><td width=""530""><font size=""2"">1個</font></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム LD-GAFR1/WH(イリズミ/ホワイト)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム LD-GAFR1/WH(イリズミ/ホワイト),エレコム LD-GAFR1/WH(イリズミ/ホワイト)
4-85422,http://tshop.r10s.jp/dtc/cabinet/00983469/4953103137073.jpg?fitin=700:700,76.8000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム LD-GAFJ1/WH(ジョイント/ホワイト),　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>ケーブルを保護するモールどおしを接続するユニット・長さ1M 幅17.0mm用(LD-GAF1/WH用)<br><br></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""580"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">サプライタイプ</font></td><td width=400><font size=""2"">フラットモール</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">用途</font></td><td width=400><font size=""2"">ケーブルを保護するモールどうしを接続するユニット</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">数量</font></td><td width=400><font size=""2"">1個</font></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム LD-GAFJ1/WH(ジョイント/ホワイト)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム LD-GAFJ1/WH(ジョイント/ホワイト),　。エレコム LD-GAFJ1/WH(ジョイント/ホワイト)
4-85423,http://tshop.r10s.jp/dtc/cabinet/ele_6/ld-gafd1wh_02.jpg?fitin=700:700,75.2000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム デズミ(ホワイト) LD-GAFD1/WH,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>ケーブルを保護するモールどおしを接続するユニット・長さ1M 幅17.0mm用(LD-GAF1/WH用)<br><br></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""580"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">サプライタイプ</font></td><td width=400><font size=""2"">フラットモールデズミ</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">用途</font></td><td width=400><font size=""2"">ケーブルを保護するモールどうしを接続するユニット</font></td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">数量</font></td><td width=400><font size=""2"">1個</font></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム デズミ(ホワイト) LD-GAFD1/WH：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム デズミ(ホワイト) LD-GAFD1/WH,　。エレコム デズミ(ホワイト) LD-GAFD1/WH
4-85424,http://tshop.r10s.jp/dtc/cabinet/ele_5/ld-gaf2wd_02.jpg?fitin=700:700,196.0000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム フラットモール(木目調)2 LD-GAF2/WD,　,"<table width=""710""><tr><td><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""580"" id=""AutoNumber1""><tr><td>● 床や壁面に配線したケーブルを保護、すっきり収納できるフラットモール（木目）床だけでなく壁面に配線したLANケーブルなどの各種ケーブルを保護し、すっきり収納できる四角い形状をしたモールです。強度の高いPVC素材を採用し、床に配線したケーブルを断線などから保護。ネットワークトラブル等を未然に予防します。弊社製LANケーブル（直径5.5mm）が 2本まで収納できる17mm、3本まで収納できる22mmモデルの2サイズをご用意しています（サイズはいずれも外寸幅）。<br><br></td></tr></table></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム フラットモール(木目調)2 LD-GAF2/WD：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム フラットモール(木目調)2 LD-GAF2/WD,　。エレコム フラットモール(木目調)2 LD-GAF2/WD
4-85425,http://tshop.r10s.jp/dtc/cabinet/ele_5/ld-gafm2wh_02.jpg?fitin=700:700,107.2000,,パソコン・周辺機器 > PCアクセサリー > ケーブル > その他,エレコム LD-GAFM2/WH(マガリ/ホワイト),　,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">ケーブルを保護するモールどおしを接続するユニット・フラットモール 1M 幅22.0mm用(LD-GAF2/WH用)<br><br></font></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""710"" bordercolor=""#cccccc""><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">サプライタイプ</font></td><td width=""530""><font size=""2"">フラットモールマガリ</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">用途</font></td><td width=""530""><font size=""2"">ケーブルを保護するモールどうしを接続するユニット</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">数量</font></td><td width=""530""><font size=""2"">1個</font></td></tr></table><!--
<div style=""width:710px; height:180px;  margin:0; overflow:hidden;"">

</div>
-->

<div style=""width: 700px; margin: 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei5.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:100px; margin:0 5px; overflow:hidden;"">

</div>


<!--
<div style=""width: 700px; margin: 0 5px;"">
<img src=""http://www.rakuten.ne.jp/gold/dtc/frame/images/syouhinsetumei2.gif"" width=""700"" height=""30"">
</div>

<div style=""width:710px; height:300px;  margin:0 0 20px; overflow:hidden;"">

</div>
-->",エレコム LD-GAFM2/WH(マガリ/ホワイト)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム LD-GAFM2/WH(マガリ/ホワイト),　。エレコム LD-GAFM2/WH(マガリ/ホワイト)
