4-69683,http://tshop.r10s.jp/soukai/cabinet/49/4987036171149.jpg?fitin=700:700,532.0000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム メディカルリップバームM(8.5g)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップバーム＞メンターム メディカルリップバームM (8.5g)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム メディカルリップバームMの商品詳細】<br>●5つの有効成分がひどい唇荒れをケア<br>(1)アラントイン(組織修復促進成分)<br>(2)ビタミンB6(唇あれ防止成分)<br>(3)ビタミンE(新陳代謝促進成分)<br>(4)dL-メントール(冷感・血行促進成分)<br>(5)グリチルレチン酸(炎症抑制成分)<br>●白色ワセリンを配合<br>ガサガサ唇の水分の蒸散を抑え、うるおいをプラス！<br>●ウォーターインベース処方のなめらかな使用感。傷んだ唇にやさしいつけ心地！<br><br>【効能 効果】<br>・口唇のひびわれ、口唇のただれ、口唇炎、口角炎<br><br>【使用方法】<br>・1日数回、適量を患部に塗布してください。<br><br>【成分】<br>(本品100g中)<br>ピリドキシン塩酸塩(ビタミンB6)・・・0.1g<br>アラントイン・・・0.5g<br>グリチルレチン酸・・・0.3g<br>トコフェロール酢酸エステル(ビタミンE)・・・0.2g<br>dl-メントール・・・0.5g<br>添加物・・・パラフィン、サラシミツロウ、マイクロクリスタリンワックス、白色ワセリン、中鎖脂肪酸トリグリセリド、ミリスチン酸オクチルドデシル、流動パラフィン、ジメチルポリシロキサン、ポリオキシエチレン硬化ヒマシ油、モノステアリン酸グリセリン、モノステアリン酸ソルビタン、ジブチルヒドロキシトルエン、メチルパラベン、プロピルパラベン、1.3-ブチレングリコール、精製水<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム メディカルリップバームM(8.5g)【メンターム】[リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム メディカルリップバームM(8.5g)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★。メンターム メディカルリップバームM(8.5g)【メンターム】[リップケア][rn]
4-69684,http://tshop.r10s.jp/soukai/cabinet/39/4987036434039.jpg?fitin=700:700,257.6000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム 薬用モイスキューブリップ 敏感(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞メンターム 薬用モイスキューブリップ 敏感 (1本入)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム 薬用モイスキューブリップ 敏感の商品詳細】<br>●しっとりうるおい長持ち！<br>●無香料・無色・無味・低刺激<br>●スクワラン・吸着精製ラノリン・白色ワセリン配合<br>●唇の血行を促進するビタミンE、唇の荒れを防ぐグリチルリチン酸ジカリウム配合<br>●敏感唇にやさしいつけ心地<br>・とてものびが良く・とろけるようななめらかなつけ心地<br>・ひどく乾燥し荒れた唇に最適！<br>●高度精製ピュアオイル使用<br>有色成分・におい成分をできるかぎり取り除いた低刺激性のオイル使用<br>●キューブタイプスティック<br>唇の端も塗りやすいスマートな形状。化粧ケースにもすっきり収まり・転がりにくいNEWタイプ<br><br>【使用方法】<br>・2～3ミリ出してご使用ください。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルレチン酸ステアリル<br>成分・・・トリ(カプリル・カプリン・ミリスチン・ステアリン酸)グリセリル、パラフィン、セレシン、キャンデリラロウ、流動パラフィン、スクワラン、吸着精製ラノリン、トリエチルヘキサン酸グリセリル、白色ワセリン、トリイソステアリン酸ジグリセリル、BHT<br>【規格概要】<br>内容量・・・4g<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム 薬用モイスキューブリップ 敏感(1本入)【メンターム】[リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム 薬用モイスキューブリップ 敏感(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★。メンターム 薬用モイスキューブリップ 敏感(1本入)【メンターム】[リップケア][rn]
4-69685,http://tshop.r10s.jp/soukai/cabinet/97/4987036433797.jpg?fitin=700:700,204.8000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム モイスインアクアリップ 無香料UV(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞メンターム モイスインアクアリップ 無香料UV (1本入)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム モイスインアクアリップ 無香料UVの商品詳細】<br>●サラッとうるおう ぷるぷるみずツヤ唇！<br>●アロエスクィーズウォーターを使用。サラッとたっぷり水分補給！<br>・水分をたっぷり含んだ天然アロエ<br>・アロエの葉の外皮と葉肉に含まれる刺激成分除去<br>・葉肉のゼリー部分からギュッと生しぼり<br>●ノンメントールの無香料タイプ<br>●保湿力の高いスクワランとビタミンE配合<br>●紫外線から唇を守るSPF12<br><br>【使用方法】<br>・2～3ミリ出してご使用ください。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルレチン酸ステアリル<br>その他の成分・・・パラフィン、セレシン、マイクロクリスタリンワックス、ショ糖脂肪酸エステル、脂肪酸ジペンタエリスリチル-1、トリイソステアリン酸ジグリセリル、植物性スクワラン、ホホバ油、α-オレフィンオリゴマー、パラメトキシケイ皮酸エチルヘキシル、酸化Zn、メチルハイドロジェンポリシロキサン、天然ビタミンE、メチルパラベン、プロピルパラベン、グリセリン脂肪酸エステル、BG、アロエエキス-2、クエン酸<br>【規格概要】<br>内容量・・・4g<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>(モイスinアクアリップ)<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム モイスインアクアリップ 無香料UV(1本入)【メンターム】[リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム モイスインアクアリップ 無香料UV(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★。メンターム モイスインアクアリップ 無香料UV(1本入)【メンターム】[リップケア][rn]
4-69686,http://tshop.r10s.jp/soukai/cabinet/80/4987036433780.jpg?fitin=700:700,204.8000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム モイスインアクアリップ メントールUV(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞メンターム モイスインアクアリップ メントールUV (1本入)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム モイスインアクアリップ メントールUVの商品詳細】<br>●サラッとうるおう ぷるぷるみずツヤ唇！<br>●アロエスクィーズウォーターを使用。サラッとたっぷり水分補給！<br>・水分をたっぷり含んだ天然アロエ<br>・アロエの葉の外皮と葉肉に含まれる刺激成分除去<br>・葉肉のゼリー部分からギュッと生しぼり<br>●スッキリさわやかメントール<br>●保湿力の高いスクワランとビタミンE配合<br>●紫外線から唇を守るSPF12<br><br>【使用方法】<br>・2～3ミリ出してご使用ください。<br><br>【成分】<br>有効成分・・・dL-カンフル、L-メントール<br>その他の成分・・・パラフィン、セレシン、マイクロクリスタリンワックス、ショ糖脂肪酸エステル、精製ラノリン、トリイソステアリン酸ジグリセリル、スクワラン、α-オレフィンオリゴマー、パラメトキシケイ皮酸エチルヘキシル、酸化Zn、メチルハイドロジェンポリシロキサン、BHT、ユーカリ油、サリチル酸メチル、テレピン油、グリセリン脂肪酸エステル、BG、アロエエキス-2、クエン酸<br>【規格概要】<br>内容量・・・4g<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>(モイスinアクアリップ)<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム モイスインアクアリップ メントールUV(1本入)【メンターム】[リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム モイスインアクアリップ メントールUV(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★。メンターム モイスインアクアリップ メントールUV(1本入)【メンターム】[リップケア][rn]
4-69687,http://tshop.r10s.jp/soukai/cabinet/03/4987036433803.jpg?fitin=700:700,204.8000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム モイスインアクアリップ 敏感(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞メンターム モイスインアクアリップ 敏感 (1本入)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム モイスインアクアリップ 敏感の商品詳細】<br>●サラッとうるおう ぷるぷるみずツヤ唇！<br>●アロエスクィーズウォーターを使用。サラッとたっぷり水分補給！<br>・水分をたっぷり含んだ天然アロエ<br>・アロエの葉の外皮と葉肉に含まれる刺激成分除去<br>・葉肉のゼリー部分からギュッと生しぼり<br>●やさしいつけ心地の低刺激性・無香料・ノンメントール<br>●保湿力の高いスクワランとビタミンE配合<br><br>【使用方法】<br>・2～3ミリ出してご使用ください。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルレチン酸ステアリル<br>その他の成分・・・スクワラン、ホホバ油、トリ(カプリル-カプリン酸)グリセリル、トリイソステアリン酸ジグリセリル、流動パラフィン、吸着精製ラノリン、セレシン、パラフィン、白色ワセリン、グリセリン脂肪酸エステル、BG、アロエエキス-2、天然ビタミンE、メチルパラベン、プロピルパラベン<br>【規格概要】<br>内容量・・・4g<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>(モイスinアクアリップ)<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム モイスインアクアリップ 敏感(1本入)【メンターム】[リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム モイスインアクアリップ 敏感(1本入)【メンターム】[リップケア],メンターム / リップケア★税抜1900円以上で送料無料★。メンターム モイスインアクアリップ 敏感(1本入)【メンターム】[リップケア][rn]
4-69688,http://tshop.r10s.jp/soukai/cabinet/19/4987036486519.jpg?fitin=700:700,415.2000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム リップドレスリッチ クリスタルピンク(5g)【メンターム】,メンターム★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップバーム＞メンターム リップドレスリッチ クリスタルピンク (5g)<br><br>★税抜1900円以上で送料無料★<br><br>【メンターム リップドレスリッチ クリスタルピンクの商品詳細】<br>●うるおい成分、シアバター、ホホバオイルを配合<br>●なめらかなつけ心地<br>●とろけるリップバームでカラーもツヤも<br>●キレイに発色して口紅いらず<br><br>【成分】<br>リンゴ酸ジイソステアリル、ワセリン、水添ポリイソブテン、トリイソステアリン酸ポリグリセリル-2、メトキシケイヒ酸エチルヘキシル、ポリエチレン、ミネラルオイル、(パルミチン酸／エチルヘキサン酸)デキストリン、ジメチルシリル化シリカ、酸化チタン、t-ブチルメトキシジベンゾイルメタン、ホホバ種子油、シア脂、酢酸トコフェロール、トコフェロール、BHT、ジメチコン、水酸化AL、プロピルパラベン、赤202、赤226<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム リップドレスリッチ クリスタルピンク(5g)【メンターム】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム リップドレスリッチ クリスタルピンク(5g)【メンターム】,メンターム★税抜1900円以上で送料無料★。メンターム リップドレスリッチ クリスタルピンク(5g)【メンターム】[rn]
4-69689,http://tshop.r10s.jp/soukai/cabinet/70/4987036171170.jpg?fitin=700:700,720.0000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム メディカルリップスティック M(5.1g)【メンターム】,メンターム★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞メンターム メディカルリップスティック M (5.1g)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【メンターム メディカルリップスティック Mの商品詳細】<br>●口唇のひび割れ、口唇のただれ、口唇炎、口角炎のケアに、5つの有効成分が働きます。<br><br>【使用方法】<br>・1日数回、適量を患部に塗布してください。<br><br>【成分】<br>(100gあたり)<br>ピリドキシン塩酸塩(ビタミンB6) 0.1g、アラントイン0.5g、グリチルレチン酸 0.3g、トコフェロール酢酸エステル(ビタミンE)0.2g、dL-メントール 0.5g<br>添加物として、パラフィン、セレシン、サラシミツロウ、マイクロクリスタリンワックス、白色ワセリン、ハードファット、中鎖脂肪酸トリグリセリド、ミリスチン酸オクチルドデシル、流動パラフィン、ジメチルポリシロキサン、ポリオキシエチレン硬化ヒマシ油、モノステアリン酸ソルビタン、ジブチルヒドロキシトルエン、メチルパラベン、プロピルパラベン、1.3-ブチレングリコール、精製水<br>【注意事項】<br>・次の人は使用前に医師、薬剤師又は登録販売者に相談してください。<br>(1)医師の治療を受けている人<br>(2)薬などによりアレルギー症状を起こしたことがある人<br>(3)湿潤やただれのひどい人<br>・使用後、次の症状があらわれた場合は副作用の可能性があるので、直ちに使用を中止し、外箱を持って医師、薬剤師又は登録販売者に相談してください。<br>使用後、皮膚に、発疹・発赤、かゆみがあらわれた場合<br>・5～6日間使用しても症状がよくならない場合は使用を中止し、外箱を持って医師、薬剤師又は登録販売者に相談してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>(MENTURM)<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム メディカルリップスティック M(5.1g)【メンターム】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム メディカルリップスティック M(5.1g)【メンターム】,メンターム★税抜1900円以上で送料無料★。メンターム メディカルリップスティック M(5.1g)【メンターム】[rn]
4-69690,http://tshop.r10s.jp/soukai/cabinet/05/4987036486205.jpg?fitin=700:700,280.0000,,美容・コスメ・香水 > スキンケア > リップクリーム,メンターム リップドレス CCパールベージュ(3.6g)【メンターム】,メンターム★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞カラーリップ＞メンターム リップドレス CCパールベージュ (3.6g)<br><br>★税抜1900円以上で送料無料★<br><br>【メンターム リップドレス CCパールベージュの商品詳細】<br>●うるおい成分、シアバター、ホホバオイルを配合<br>●パール効果でくすみをカバーしながら、唇の赤みを補正<br>●紫外線から唇を守るSPF12<br>●無香料<br><br>【成分】<br>ヘキサ(ヒドロキシステアリン酸／ステアリン酸／ロジン酸)ジペンタエリスリチル、リンゴ酸ジイソステアリル、トリイソステアリン酸ポリグリセリル-2、トリエチルヘキサノイン、ポリエチレン、ミリスチン酸イソセチル、脂肪酸(C10-30)(コレステリル／ラノステリル)、マイクロクリスタリンワックス、パラフィン、メトキシケイヒ酸エチルヘキシル、マイカ、水、ホホバ種子油、シア脂、アロエベラ葉エキス、酢酸トコフェロール、トコフェロール、スクワラン、グリセリン、t-ブチルメトキシジベンゾイルメタン、ペンタヒドロキシステアリン酸ポリグリセリル-10、酸化チタン、テトラヘキシルデカン酸アスコルビル、酸化鉄、ポリクオタニウム-61、メチルパラベン、プロピルパラベン、BG、BHT、赤202、赤201<br><br>【原産国】<br>日本<br><br>【ブランド】<br>メンターム<br><br>【発売元、製造元、輸入元又は販売元】<br>近江兄弟社<br><br>近江兄弟社<br>523-0867 滋賀県近江八幡市魚屋町元29 株式会社近江兄弟社 お問合せ係<br>0748-32-3135<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：メンターム/]</div><!---->,メンターム リップドレス CCパールベージュ(3.6g)【メンターム】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメンターム リップドレス CCパールベージュ(3.6g)【メンターム】,メンターム★税抜1900円以上で送料無料★。メンターム リップドレス CCパールベージュ(3.6g)【メンターム】[rn]
4-69691,http://tshop.r10s.jp/soukai/cabinet/78/4936201101078.jpg?fitin=700:700,400.0000,,美容・コスメ・香水 > スキンケア > リップクリーム,ロッシ モイストエイド 馬油リップクリーム BA(10g)【ロッシ】,ロッシ★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞ロッシ モイストエイド 馬油リップクリーム BA (10g)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：化粧品<br><br>【ロッシ モイストエイド 馬油リップクリーム BAの商品詳細】<br>●馬油のうるおい、天然の保湿成分で濃厚にうるおってつややか唇<br>●塗った瞬間薄い膜で水分を密封！うるおいを閉じ込めてぷるぷる唇を保ちます。<br>●国産馬油・豆乳イソフラボン配合<br><br>【使用方法】<br>・チューブの口元を直接唇に当てて伸ばすか、指先にとって唇に塗布してください。<br><br>【成分】<br>スクワラン、ダイマージリノール酸ダイマージリノレイル、パルミチン酸デキストリン、(ベヘン酸／エイコサンニ酸)グリセリル、ダイマージリノール酸(フィトステリル／イソステアリル／セチル／ステアリル／ベヘニル)、馬油、豆乳発酵液、シア脂、ホホバ種子油、アボカド油、オリーブ果実油、ハチミツ、ミツロウ、水、BG、トコフェロール、カプリン酸グリセリル、ラウリン酸ポリグリセリル-2、ラウリン酸ポリグリセリル-10<br>【注意事項】<br>・唇に異常があらわれたときは、ご使用をおやめください。<br>・目に入ったときはすぐに洗い流してください。<br>・直射日光の当たる場所、極端に高温または低温の場所での保管は避けてください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ロッシ<br><br>【発売元、製造元、輸入元又は販売元】<br>コスメテックスローランド<br><br>コスメテックスローランド<br>107-6013 東京都港区赤坂1-12-32<br>03-3585-9301<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リップケア/ブランド：ロッシ/]</div><!---->,ロッシ モイストエイド 馬油リップクリーム BA(10g)【ロッシ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションロッシ モイストエイド 馬油リップクリーム BA(10g)【ロッシ】,ロッシ★税抜1900円以上で送料無料★。ロッシ モイストエイド 馬油リップクリーム BA(10g)【ロッシ】[rn]
4-69692,http://tshop.r10s.jp/soukai/cabinet/75/4954540109975.jpg?fitin=700:700,560.0000,,美容・コスメ・香水 > スキンケア > リップクリーム,M mark 柚子(ゆず)のリップクリーム スティックタイプ(4g)【M mark(エムマーク)】[松山油脂 リップケア],M mark(エムマーク) / 松山油脂 リップケア,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞化粧品・コスメ・ビューティー＞リップケア＞リップクリーム＞M mark 柚子(ゆず)のリップクリーム スティックタイプ (4g)<br><br>★税抜1900円以上で送料無料★<br><br>【M mark 柚子(ゆず)のリップクリーム スティックタイプの商品詳細】<br>●果皮抽出、柚子(ゆず)精油配合。<br>●植物性オイルとオリーブスクワランをベースにしました。こっくりしたつけ心地とべたつかない感触で、乾燥や刺激から唇を守ります。<br>●ホホバ油・キャンデリラロウ・カルナウバロウ。のびがよい植物性ワックスが、唇につやを与えます。柚子精油のさわやかな香りです。<br>●口紅下地にもお使いいただけます。<br><br>【成分】<br>ヒマシ油、キャンデリラロウ、スクワラン、トリ(カプリル／カプリン酸)グリセリル、ヘキサ(ヒドロキシステアリン酸／ステアリン酸／ロジン酸)ジペンタエリスリチル、ホホバ油、カルナウパロウ、ユズ果皮油、ハッカ油、アスタキサンチン、カロットエキス、ダイズ油、トコフェロール<br><br>【注意】<br>●お肌(唇)に異常があるとき、また合わないときはご使用をおやめください。<br>●直射日光・極端な高温低温・多湿を避けて保管し、開封後はお早めにご使用ください。<br>●天然精油・天然色素配合のため退色することがありますが、ご使用上支障はありません。<br>●2～3mmほど出して使います。出しすぎたり、無理な力を加えたりすると折れることがあります。ご注意ください。<br><br>【ブランド】<br>M mark(エムマーク)<br><br>【発売元、製造元、輸入元又は販売元】<br>松山油脂<br><br>(Mマーク)<br><br>松山油脂<br>131-0042 東京都墨田区東墨田2-17-8<br>0120-800642<br><br>広告文責：株式会社爽快ドラッグ<br><br>[リップケア/ブランド：M mark(エムマーク)/]</div><!---->,M mark 柚子(ゆず)のリップクリーム スティックタイプ(4g)【M mark(エムマーク)】[松山油脂 リップケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションM mark 柚子(ゆず)のリップクリーム スティックタイプ(4g)【M mark(エムマーク)】[松山油脂 リップケア],M mark(エムマーク) / 松山油脂 リップケア。M mark 柚子(ゆず)のリップクリーム スティックタイプ(4g)【M mark(エムマーク)】[松山油脂 リップケア][rn]
