url,image,price,status,categories,name,name2,description,metatags_title,metatags_keywords,metatags_description
2-49003,http://tshop.r10s.jp/voice/cabinet/stamp/stamp2/cq-53_01.jpg?fitin=700:700,524.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,スタンプインク＜クラシック＞マイルドカラー＜ココアブラウン＞ツキネコ　油性顔料系インクパッド　Classique　Cocoa Brown メール便指定OK,おしゃれな缶入り,"<table width=""450"" border=""0"" cellpadding=""10"" cellspacing=""0"" bordercolor=""#666666"">
  <tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>商品詳細</b></font></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">おしゃれな缶入りのインクパッドです。<br>
      落ち着いたカラーバリエーションで、細かい図柄のスタンプでもきれいに押すことができます。<br>
      ディープカラーはクラシック風のスタンプを、マイルドカラーは、明るく一味違うi色合い</font><font color=""#666666"">です。<br>
        <br>
        細かい柄や文字もくっきり捺せるので、
        カード・はがき・年賀状・
        レターセット・タグなどに最適です。<br>
    スクラップブッキングにも。</font></p></td>
</tr>
<tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>SPEC</b></font></td>
</tr>
<tr>
 <td><p><font color=""#666666"">サイズ　W103×D57×H16ｍｍ／盤面W76×H35mm</font></p></td>
  </tr>
<tr>
  <td bgcolor=""#F3F3F3""><b><font color=""#666666"">バリエーション</font></b></td>
</tr>
<tr>
  <td><p><font color=""#666666"">■</font>スタンプインク　クラシックのページ<br>
      <br>
  </tr>
  <tr>
    <td bgcolor=""#F3F3F3""><b><font color=""#666666"">おすすめスタンプインク</font></b></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">（アート紙、コート紙などの<br>
　吸水性の少ない紙にはインクが定着しません）<br>
 落ち着いた色合いが布地によくあいますので、<br>
コットン・リボン・ポリエステルなどにどうぞ。<BR>
ただし、捺印後の布は、選択すると色落ちします<br>
インクは乾燥後、耐水性になるので、<br>
アウトラインを捺印してから、<br>
水性マーカーや水彩絵の具で着色しても<br>
にじみません。</font>        </tr>
  </table>",スタンプインク＜クラシック＞マイルドカラー＜ココアブラウン＞ツキネコ　油性顔料系インクパッド　Classique　Cocoa Brown メール便指定OK：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨スタンプインク＜クラシック＞マイルドカラー＜ココアブラウン＞ツキネコ　油性顔料系インクパッド　Classique　Cocoa Brown メール便指定OK,おしゃれな缶入り。スタンプインク＜クラシック＞マイルドカラー＜ココアブラウン＞ツキネコ　油性顔料系インクパッド　Classique　Cocoa Brown メール便指定OK
2-49004,http://tshop.r10s.jp/voice/cabinet/stamp/vks-k28.jpg?fitin=700:700,144.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,布用スタンプインク こまけいこセレクション＜モス＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞,　,"消しゴムはんこ作家　こまけいこさんがセレクトしたスタンプインクです。<br>
  布にスタンプしたあとアイロンをかけるか、<br>
  エンボスヒーターで15秒以上加熱すれば<br>
  定着がよくなります。<br>
  布だけでなく、紙にも使えますので、<br>
  スクラップブッキングやカード作りにもどうぞ。<br>
  <br>
  <font size=""4"">こまけいこ30色セットもオススメ！</font><br>
  <br>
<BR>
※補充インク　インカーは<B>こちら</b>から<BR><BR>
  <BR>
  画像と色味が違う場合はあります。あらかじめご了承のほどお願い申し上げます。<BR>
  ホルムアルデヒドは使用しておりません<BR>
<br>
<br>
 <img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg"" border=""0""> <br>
メール便の詳細はこちら<br>
  </p>",布用スタンプインク こまけいこセレクション＜モス＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨布用スタンプインク こまけいこセレクション＜モス＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞,　。布用スタンプインク こまけいこセレクション＜モス＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞
2-49005,http://tshop.r10s.jp/voice/cabinet/stamp/inker03.jpg?fitin=700:700,310.4000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,ツキネコ　バーサクラフトVersaCraftこまけいこセレクション　インカー＜本体の色に合わせてお求めください＞＜メール便指定OK＞,　,"消しゴムはんこ作家　こまけいこさんがセレクトしたスタンプインクのインカー（補充インク）です。<BR><BR>
サイズ：37×19×67 (20ml)<BR>

本体Ｓサイズ<B>こちら</B>から<BR>
本体Ｌサイズ<b>こちら</b>から<BR>

  画像と色味が違う場合はあります。あらかじめご了承のほどお願い申し上げます。<BR>
  ホルムアルデヒドは使用しておりません<BR>
<br>
<font color=""red"">※離島へのお届けは発送から１週間ほどかかる場合があります。</font><BR>
  <br>
<br>

 <img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg"" border=""0""> <br>
メール便の詳細はこちら<br>
  </p>",ツキネコ　バーサクラフトVersaCraftこまけいこセレクション　インカー＜本体の色に合わせてお求めください＞＜メール便指定OK＞：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨ツキネコ　バーサクラフトVersaCraftこまけいこセレクション　インカー＜本体の色に合わせてお求めください＞＜メール便指定OK＞,　。ツキネコ　バーサクラフトVersaCraftこまけいこセレクション　インカー＜本体の色に合わせてお求めください＞＜メール便指定OK＞
2-49006,http://tshop.r10s.jp/voice/cabinet/stamp/stamp2/cq-36_01.jpg?fitin=700:700,524.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,スタンプインク＜クラシック＞マイルドカラー＜ライラックヘイズ＞ツキネコ　油性顔料系インクパッド　Classique　Lilac Haze　メール便指定OK,おしゃれな缶入り,"<table width=""450"" border=""0"" cellpadding=""10"" cellspacing=""0"" bordercolor=""#666666"">
  <tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>商品詳細</b></font></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">おしゃれな缶入りのインクパッドです。<br>
      落ち着いたカラーバリエーションで、細かい図柄のスタンプでもきれいに押すことができます。<br>
      ディープカラーはクラシック風のスタンプを、マイルドカラーは、明るく一味違うi色合い</font><font color=""#666666"">です。<br>
        <br>
        細かい柄や文字もくっきり捺せるので、
        カード・はがき・年賀状・
        レターセット・タグなどに最適です。<br>
    スクラップブッキングにも。</font></p></td>
</tr>
<tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>SPEC</b></font></td>
</tr>
<tr>
 <td><p><font color=""#666666"">サイズ　W103×D57×H16ｍｍ／盤面W76×H35mm</font></p></td>
  </tr>
<tr>
  <td bgcolor=""#F3F3F3""><b><font color=""#666666"">バリエーション</font></b></td>
</tr>
<tr>
  <td><p><font color=""#666666"">■</font>スタンプインク　クラシックのページ<br>
      <br>
  </tr>
  <tr>
    <td bgcolor=""#F3F3F3""><b><font color=""#666666"">おすすめスタンプインク</font></b></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">（アート紙、コート紙などの<br>
　吸水性の少ない紙にはインクが定着しません）<br>
 落ち着いた色合いが布地によくあいますので、<br>
コットン・リボン・ポリエステルなどにどうぞ。<BR>
ただし、捺印後の布は、選択すると色落ちします<br>
インクは乾燥後、耐水性になるので、<br>
アウトラインを捺印してから、<br>
水性マーカーや水彩絵の具で着色しても<br>
にじみません。</font>        </tr>
  </table>",スタンプインク＜クラシック＞マイルドカラー＜ライラックヘイズ＞ツキネコ　油性顔料系インクパッド　Classique　Lilac Haze　メール便指定OK：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨スタンプインク＜クラシック＞マイルドカラー＜ライラックヘイズ＞ツキネコ　油性顔料系インクパッド　Classique　Lilac Haze　メール便指定OK,おしゃれな缶入り。スタンプインク＜クラシック＞マイルドカラー＜ライラックヘイズ＞ツキネコ　油性顔料系インクパッド　Classique　Lilac Haze　メール便指定OK
2-49007,http://tshop.r10s.jp/voice/cabinet/stamp/vks-k05.jpg?fitin=700:700,144.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,布用スタンプインク こまけいこセレクション＜やまぶどう＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞,　,"消しゴムはんこ作家　こまけいこさんがセレクトしたスタンプインクです。<br>
  布にスタンプしたあとアイロンをかけるか、<br>
  エンボスヒーターで15秒以上加熱すれば<br>
  定着がよくなります。<br>
  布だけでなく、紙にも使えますので、<br>
  スクラップブッキングやカード作りにもどうぞ。<br>
  <br>
  <font size=""4"">こまけいこ30色セットもオススメ！</font><br>
  <br>
<BR>
※補充インク　インカーは<B>こちら</b>から<BR><BR>
  <BR>
  画像と色味が違う場合はあります。あらかじめご了承のほどお願い申し上げます。<BR>
  ホルムアルデヒドは使用しておりません<BR>
  <br>
<br>

 <img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg"" border=""0""> <br>
メール便の詳細はこちら<br>
  </p>",布用スタンプインク こまけいこセレクション＜やまぶどう＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨布用スタンプインク こまけいこセレクション＜やまぶどう＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞,　。布用スタンプインク こまけいこセレクション＜やまぶどう＞ 　ツキネコ　 バーサクラフトS VersaCraft　＜メール便指定OK＞
2-49008,http://tshop.r10s.jp/voice/cabinet/stamp/vks-k07.jpg?fitin=700:700,144.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,布用スタンプインク こまけいこセレクション＜あずき＞ 　ツキネコ　 バーサクラフトS VersaCraft  ＜メール便指定OK＞,　,"消しゴムはんこ作家　こまけいこさんがセレクトしたスタンプインクです。<br>
  布にスタンプしたあとアイロンをかけるか、<br>
  エンボスヒーターで15秒以上加熱すれば<br>
  定着がよくなります。<br>
  布だけでなく、紙にも使えますので、<br>
  スクラップブッキングやカード作りにもどうぞ。<br>
  <br>
  <font size=""4"">こまけいこ30色セットもオススメ！</font><br>
  <br>
<BR>
※補充インク　インカーは<B>こちら</b>から<BR><BR>
  <BR>
  画像と色味が違う場合はあります。あらかじめご了承のほどお願い申し上げます。<BR>
  ホルムアルデヒドは使用しておりません<BR>
  <br>
<br>

 <img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg"" border=""0""> <br>
メール便の詳細はこちら<br>
  </p>",布用スタンプインク こまけいこセレクション＜あずき＞ 　ツキネコ　 バーサクラフトS VersaCraft  ＜メール便指定OK＞：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨布用スタンプインク こまけいこセレクション＜あずき＞ 　ツキネコ　 バーサクラフトS VersaCraft  ＜メール便指定OK＞,　。布用スタンプインク こまけいこセレクション＜あずき＞ 　ツキネコ　 バーサクラフトS VersaCraft  ＜メール便指定OK＞
2-49009,http://tshop.r10s.jp/voice/cabinet/scrap_ku/klcs-1_01.jpg?fitin=700:700,691.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,【NEW!】カレイドラインズ　カラーリングペーパー（Kaleidolines Coloring Sheets） ぬり絵　呉竹　※メール便指定OK,大人のぬり絵♪,"<table width=""450"" border=""0"" cellpadding=""10"" cellspacing=""0"" bordercolor=""#666666"">
  <tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>商品詳細</b></font></td>
  </tr>
  <tr>
    <td height=""88""><p><font color=""#666666"">様々なモチーフにカレイドラインズを取り入れた線画を5種セットにしました。<br>
      色を塗ったりパターンを加えたり、お好みにアレンジして作品を仕上げることができます。<br>
    収納用のペーパーファイル入り。</font></p></td>
  </tr>
  <tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666""><b>SPEC</b></font></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">【内容品】<br>
    ○カレイドラインズぬり絵（A4サイズ）<br>
    　5種類&times;各1枚<br>
  ○ペーパーファイル　1冊</font></tr>
  <tr>
    <td bgcolor=""#F3F3F3""><font color=""#666666"">カレイドラインズとは・・・</font></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">
線を組み合わせて一つの作品を作っていくアートです。<br>
カレイドラインズ(Kaleidolines)はギリシャ語で「美しい」を意味する「Kalos」と「形」を意味する「edios」に、<br>
英語で「線」と「シリーズ」を意味する「line」をあわせた造語。<br>
線と形を組み合わせ美しい作品を完成させることからカレイドラインズ（Kaleidolines）と名付けました。</font>
  </table>
<table width=""450"" border=""0"" cellpadding=""10"" cellspacing=""0"" bordercolor=""#666666"">
  <tr>
    <td bgcolor=""#F3F3F3""><b><font color=""#666666"">カレイドラインズ関連商品</font></b></td>
  </tr>
  <tr>
    <td><p><font color=""#666666"">カラー豊富！色塗りに最適なカラーペン<br>
      &rarr;「リアルブラッシュはこちらから<br>
      <br>
      線描きに最適<br>
&rarr;ZIG MANGAKAペンはこちらから<br>
<br>
線描きやベタ塗りに最適<br>
&rarr; ZIG MANGAKA FLEXIBLEペンはこちらから<br>
<br>
曲線書きに便利！<br>
&rarr;■「カレイドラインズテンプレート」はこちら<br>
<br>
    ■「カレイドラインズスターターセット」はこちら<br>
    <br>
    ■「カレイドラインズ用ペーパー」はこちら<br>
    <br>
    ■テキストはこちら<br>
    「カレイドラインズはじめましょう！」<br>
  「カレイドラインズアイデアブック」</font></tr>
</table>

<img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg""  border=""0""> <br>
メール便の詳細はこちら",【NEW!】カレイドラインズ　カラーリングペーパー（Kaleidolines Coloring Sheets） ぬり絵　呉竹　※メール便指定OK：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨【NEW!】カレイドラインズ　カラーリングペーパー（Kaleidolines Coloring Sheets） ぬり絵　呉竹　※メール便指定OK,大人のぬり絵♪。【NEW!】カレイドラインズ　カラーリングペーパー（Kaleidolines Coloring Sheets） ぬり絵　呉竹　※メール便指定OK
2-49010,http://tshop.r10s.jp/voice/cabinet/stamp/ma-01_1.jpg?fitin=700:700,295.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,マシュマロタッチ　ツキネコ,　ぼかし、色重ねが簡単！,"マシュマロタッチでぼかし、色重ね、<br>
グラデーションが自由自在。<br>
きめ細かな表現が可能になりました。
  <br>

■印面の大きさ　28×28<br>
<br>
やわらかい素材のため、一色につき1個がベスト。<br>
（水洗いはできません。）",マシュマロタッチ　ツキネコ：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨マシュマロタッチ　ツキネコ,　ぼかし、色重ねが簡単！。マシュマロタッチ　ツキネコ
2-49011,http://tshop.r10s.jp/voice/cabinet/stamp/vkq-403.jpg?fitin=700:700,557.6000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,バーサクラフト　カルテット　＜ハーベスト＞布用スタンプインク　VersaCraft　ツキネコ　＜メール便指定OK＞,　,"人気の布用スタンプがセットになりました。<br>
　「バーサクラフト」<br>
　「バーサクラフト　こまけいこセレクション」<br>
　「バーサクラフト　そらまめ」<br>
の3シリーズからテーマにふさわしい4色を選びセットされています<br>
  ネーブル（こまけいこ）<br>
　ばらいろ（そらまめ）<br>
　デニム（こまけいこ）<br>
　マスカット（こまけいこ）<br>
4色がひとつのベースに固定されているので、<br>
印面が大きなスタンプには不向きですが<br>
文字スタンプやちいさなスタンプ、ステンシルには
最適です<br>
  布にスタンプしたあとアイロンをかけると定着がよくなります。<br>
  アシッドフリーなのでスクラップブッキングにも。<BR>
  <br>

■印面の大きさ　25×25<br>
■パッケージ　140×48<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/voice/cabinet/icon/mail_160.jpg"" border=""0""> <br>
>メール便の詳細はこちら
<br>
</p>
<table width=""400"" border=""1"">
  <tr>
    <td colspan=""2"" align=""center"" bgcolor=""#FF3399""><font color=""#FFFFFF"" size=""3"">バーサクラフト　カルテット　バリエーション</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-401.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-401 サーカス</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-402.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-402 リーガル</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-403.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-403　ハーベスト</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-404.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-404　トスカーナ</font><br></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-405.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-405　カントリー</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-406.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
        <font size=""3"">VKQ-406　パストラル</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-407.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-407　トラディショナル</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-408.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-408　ショコラ</font></td>
  </tr>
</table>
<br>
<table width=""400"" border=""1"">
  <tr>
    <td colspan=""2"" align=""center"" bgcolor=""#FF3399""><font color=""#FFFFFF"" size=""3"">バーサクラフト　カルテット　バリエーション</font></td>
  </tr>
  <tr>
    <td align=""center"">&nbsp;</td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-a01.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">8個セット</font></td>
  </tr>
</table>
<br>
<br>",バーサクラフト　カルテット　＜ハーベスト＞布用スタンプインク　VersaCraft　ツキネコ　＜メール便指定OK＞：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨バーサクラフト　カルテット　＜ハーベスト＞布用スタンプインク　VersaCraft　ツキネコ　＜メール便指定OK＞,　。バーサクラフト　カルテット　＜ハーベスト＞布用スタンプインク　VersaCraft　ツキネコ　＜メール便指定OK＞
2-49012,http://tshop.r10s.jp/voice/cabinet/stamp/vkq-a01.jpg?fitin=700:700,4468.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 道具・キット > ペーパークラフトキット,★送料無料★バーサクラフト　カルテット　＜全部8個セット＞布用スタンプインク　VersaCraft　ツキネコ【KCC】,　,"人気の布用スタンプ「バーサクラフト｝がセットになりました。<br>
  ４色が１つのセットになっています。<br>
  <br>
  布にスタンプしたあとアイロンすれば定着がよくなります。<br />
  アシッドフリーなのでスクラップブッキングにも。<BR>
  <br>
■8個セット<br>
■印面の大きさ　25×25<br>
■パッケージ　140×48<br>
<br>
</p>
<table width=""400"" border=""1"">
  <tr>
    <td colspan=""2"" align=""center"" bgcolor=""#FF3399""><font color=""#FFFFFF"" size=""3"">バーサクラフト　カルテット　バリエーション</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-401.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-401 サーカス</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-402.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-402 リーガル</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-403.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-403　ハーベスト</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-404.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-404　トスカーナ</font><br></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-405.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-405　カントリー</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-406.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-406　パストラル</font></td>
  </tr>
  <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-407.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-407　トラディショナル</font></td>
    <td align=""center""><img src=""http://image.rakuten.co.jp/voice/cabinet/stamp/vkq-408.jpg"" alt=""ツキネコ布用インク"" width=""200"" height=""149"" border=""0""><br>
          <font size=""3"">VKQ-408　ショコラ</font></td>
  </tr>
</table>",★送料無料★バーサクラフト　カルテット　＜全部8個セット＞布用スタンプインク　VersaCraft　ツキネコ【KCC】：色工房voice／文具クラフトパンチ,スクラップブッキングクラフトパンチカール消しゴムハンコアシッドフリーモールスキンロディアマスキングテープ手帳はんけし色鉛筆スタンプマステダイアリーニュアージュ雑貨★送料無料★バーサクラフト　カルテット　＜全部8個セット＞布用スタンプインク　VersaCraft　ツキネコ【KCC】,　。★送料無料★バーサクラフト　カルテット　＜全部8個セット＞布用スタンプインク　VersaCraft　ツキネコ【KCC】
